date,Temperature,Dew,Humidity,Pressure
31-08-2013,28.44,24.96,19.84,100.14
01-09-2013,28.43,24.62,19.47,100.17
02-09-2013,27.82,24.77,19.59,100.29
03-09-2013,27.68,23.97,18.68,100.28
04-09-2013,27.57,23.07,17.7,100.33
05-09-2013,28.27,22.92,17.58,100.22
06-09-2013,27.89,23.12,17.76,100.24
07-09-2013,27.01,23.46,18.13,100.21
08-09-2013,27.39,23.26,17.94,100.15
09-09-2013,26.95,23.58,18.31,100.09
10-09-2013,26.93,24.42,19.29,99.92
11-09-2013,27.19,24.19,18.98,99.95
12-09-2013,27.37,24.07,18.8,100.09
13-09-2013,27.46,24.22,18.98,100.15
14-09-2013,27.7,24.01,18.8,100.06
15-09-2013,27.65,24.76,19.65,99.89
16-09-2013,27.37,24.79,19.71,99.86
17-09-2013,27.85,24.94,19.9,99.77
18-09-2013,27.77,24.55,19.47,99.82
19-09-2013,27.93,24.23,19.1,99.71
20-09-2013,27.22,24.14,19.04,99.65
21-09-2013,27.77,24.19,19.04,99.8
22-09-2013,28.33,24.01,18.8,99.9
23-09-2013,28.07,23.05,17.76,99.98
24-09-2013,28.67,23.42,18.13,100.07
25-09-2013,27.49,23.37,18.01,100.27
26-09-2013,27.93,24.22,18.92,100.4
27-09-2013,28.55,24.59,19.41,100.37
28-09-2013,28.26,24.43,19.23,100.27
29-09-2013,28.05,23.06,17.76,100.07
30-09-2013,27.84,23.11,17.82,99.95
01-10-2013,28.52,24.19,18.98,99.97
02-10-2013,27.92,24.34,19.17,100.12
03-10-2013,26.51,24.32,19.1,100.23
04-10-2013,26.99,22.97,17.58,100.3
05-10-2013,27.68,22.58,17.21,100.28
06-10-2013,27.74,23.2,17.82,100.23
07-10-2013,28.11,24.54,19.35,100.26
08-10-2013,27.5,24.62,19.41,100.31
09-10-2013,26.9,24.15,18.86,100.35
10-10-2013,27.05,23.7,18.37,100.35
11-10-2013,27.39,23.58,18.25,100.26
12-10-2013,27.76,22.87,17.58,99.96
13-10-2013,28.44,23.64,18.37,100.02
14-10-2013,28.71,24.2,18.98,100.18
15-10-2013,28.43,24.59,19.41,100.28
16-10-2013,28.54,24.23,18.98,100.23
17-10-2013,27.42,24.12,18.86,100.3
18-10-2013,27.1,23.93,18.62,100.41
19-10-2013,27.35,23.42,18.01,100.42
20-10-2013,26.8,23.44,18.07,100.31
21-10-2013,26.12,24.22,19.04,100.01
22-10-2013,26.07,23.77,18.55,99.9
23-10-2013,26.91,24.06,18.86,99.99
24-10-2013,26.73,24.29,19.1,100.06
25-10-2013,27.08,24.94,19.84,100.05
26-10-2013,27.29,24.96,19.84,100.16
27-10-2013,26.67,24.22,18.98,100.32
28-10-2013,26.68,23.62,18.25,100.43
29-10-2013,27.05,23.14,17.7,100.56
30-10-2013,26.88,23.35,17.94,100.63
31-10-2013,26.5,22.98,17.52,100.64
01-11-2013,26.09,24.05,18.74,100.57
02-11-2013,26.18,24.05,18.68,100.59
03-11-2013,26.55,24.19,18.86,100.63
04-11-2013,26.82,23.43,18.01,100.79
05-11-2013,26.23,22.73,17.21,100.81
06-11-2013,26.14,21.66,16.11,100.78
07-11-2013,26.11,22.1,16.6,100.69
08-11-2013,25.75,19.73,14.34,100.6
09-11-2013,25.36,19.88,14.47,100.59
10-11-2013,25.91,21.67,16.17,100.55
11-11-2013,25.76,22.26,16.78,100.44
12-11-2013,25.37,20.92,15.44,100.46
13-11-2013,25.12,21.42,15.99,100.5
14-11-2013,25.01,21.04,15.56,100.56
15-11-2013,24.66,21.34,15.87,100.56
16-11-2013,25.62,23.46,18.07,100.47
17-11-2013,25.87,23.55,18.13,100.58
18-11-2013,25.56,23.15,17.7,100.65
19-11-2013,25.94,22.41,16.91,100.58
20-11-2013,25.66,23.06,17.7,100.33
21-11-2013,26.12,23.19,17.82,100.23
22-11-2013,26.46,23.02,17.64,100.33
23-11-2013,26.18,23.48,18.07,100.46
24-11-2013,25.76,23.35,17.94,100.59
25-11-2013,25.81,23.2,17.76,100.49
26-11-2013,25.83,22.32,16.85,100.4
27-11-2013,25.48,22.51,17.09,100.45
28-11-2013,24.79,20.58,15.14,100.52
29-11-2013,25.35,21.7,16.17,100.7
30-11-2013,25.48,22.94,17.46,100.71
01-12-2013,25.67,23.12,17.64,100.75
02-12-2013,25.6,23.12,17.64,100.74
03-12-2013,25.33,22.44,16.97,100.62
04-12-2013,25.37,21.05,15.56,100.6
05-12-2013,25.3,21.62,16.11,100.49
06-12-2013,24.62,20.67,15.26,100.39
07-12-2013,24.44,21.34,15.99,100.37
08-12-2013,24.73,22.19,16.78,100.32
09-12-2013,24.05,19.33,14.1,100.23
10-12-2013,23.65,17.81,12.88,100.21
11-12-2013,24.87,20.04,14.89,100.25
12-12-2013,25.49,23.26,17.94,100.2
13-12-2013,25.44,22.71,17.27,100.49
14-12-2013,25.15,22.28,16.78,100.56
15-12-2013,23.58,17.9,12.88,100.64
16-12-2013,22.9,17.33,12.39,100.73
17-12-2013,23.87,18.55,13.31,100.68
18-12-2013,23.61,17.35,12.33,100.62
19-12-2013,23.16,17.55,12.51,100.69
20-12-2013,23.1,17.3,12.27,100.78
21-12-2013,22.94,17.59,12.51,100.86
22-12-2013,23.87,17.94,12.76,100.89
23-12-2013,24.46,18.39,13.12,100.97
24-12-2013,24.62,19.24,13.85,101.01
25-12-2013,24.4,18.97,13.61,101.07
26-12-2013,23.9,18.26,13,101
27-12-2013,24.08,18.46,13.24,100.9
28-12-2013,24.45,17.61,12.51,100.87
29-12-2013,23.95,16.05,11.35,100.84
30-12-2013,24.34,16.81,11.9,100.86
31-12-2013,24.93,18.68,13.43,100.88
01-01-2014,24.76,19.3,13.92,100.86
02-01-2014,24.4,18.85,13.55,100.92
03-01-2014,24.73,19.8,14.34,100.92
04-01-2014,24.55,18.98,13.67,100.8
05-01-2014,24.03,19.76,14.34,100.64
06-01-2014,24.3,19.47,14.16,100.65
07-01-2014,24.54,19.54,14.16,100.75
08-01-2014,24.84,19.66,14.22,100.87
09-01-2014,24.83,19.6,14.22,100.82
10-01-2014,24.33,19.31,13.98,100.82
11-01-2014,24.05,18.69,13.43,100.88
12-01-2014,24.32,19.35,13.98,100.98
13-01-2014,24.62,19.66,14.28,100.97
14-01-2014,24.57,18.82,13.55,100.89
15-01-2014,24.86,19.17,13.85,100.94
16-01-2014,24.65,19.88,14.4,101
17-01-2014,24.3,19.19,13.85,100.95
18-01-2014,24.46,18.55,13.31,100.95
19-01-2014,24.98,20.32,14.83,101.11
20-01-2014,24.8,19.45,14.04,101.16
21-01-2014,24.73,18.62,13.31,101.12
22-01-2014,24.64,17.82,12.7,101.01
23-01-2014,24.52,17.08,12.08,101
24-01-2014,24.51,17.77,12.7,100.86
25-01-2014,24.62,18.61,13.37,100.81
26-01-2014,24.5,18.44,13.18,100.86
27-01-2014,25.2,17.97,12.82,100.87
28-01-2014,24.84,17.58,12.51,100.86
29-01-2014,24.62,16.79,11.9,100.89
30-01-2014,24.27,16.93,12.02,100.9
31-01-2014,24.73,18.55,13.31,100.89
01-02-2014,25.04,19.73,14.34,100.88
02-02-2014,24.8,19.1,13.79,100.81
03-02-2014,24.53,18.11,13,100.63
04-02-2014,24.77,17.45,12.57,100.47
05-02-2014,24.89,16.12,11.66,100.45
06-02-2014,25.08,15.7,11.41,100.5
07-02-2014,24.93,15.51,11.23,100.53
08-02-2014,25.26,15.73,11.35,100.48
09-02-2014,25.26,16.12,11.6,100.45
10-02-2014,25.4,17.15,12.33,100.44
11-02-2014,25.58,17.87,12.82,100.36
12-02-2014,25.98,17.61,12.63,100.39
13-02-2014,26.27,18.05,12.94,100.58
14-02-2014,26.24,18.96,13.67,100.63
15-02-2014,26.55,19.63,14.34,100.45
16-02-2014,26.83,21.06,15.62,100.45
17-02-2014,27.24,21.51,16.05,100.7
18-02-2014,26.61,21.12,15.62,100.9
19-02-2014,26.38,20.45,15.01,100.82
20-02-2014,25.94,18.65,13.43,100.77
21-02-2014,25.57,17.87,12.76,100.82
22-02-2014,25.48,16.99,12.15,100.8
23-02-2014,25.37,17.9,12.94,100.84
24-02-2014,26.08,20.52,15.08,100.86
25-02-2014,26.4,19.51,14.16,100.89
26-02-2014,26.21,18.43,13.31,100.79
27-02-2014,26.01,18.54,13.43,100.78
28-02-2014,26.51,19.19,13.92,100.71
01-03-2014,26.85,18.82,13.61,100.64
02-03-2014,27.35,19.69,14.34,100.61
03-03-2014,27.48,19.77,14.47,100.64
04-03-2014,27.54,19.47,14.16,100.71
05-03-2014,27.35,19.74,14.4,100.75
06-03-2014,27.57,19.32,14.04,100.7
07-03-2014,27.12,19.63,14.34,100.79
08-03-2014,27.35,19.49,14.16,100.87
09-03-2014,27.08,19.44,14.16,100.82
10-03-2014,27.45,19.42,14.16,100.78
11-03-2014,27.23,19.44,14.16,100.81
12-03-2014,27.78,18.56,13.49,100.82
13-03-2014,27.51,18.52,13.49,100.75
14-03-2014,27.4,17.12,12.39,100.75
15-03-2014,27.42,17.2,12.39,100.86
16-03-2014,28,18.01,13.06,100.93
17-03-2014,28.18,18.49,13.67,100.86
18-03-2014,28.8,18.12,13.37,100.78
19-03-2014,29.22,19.36,14.28,100.67
20-03-2014,29.75,19.68,14.83,100.53
21-03-2014,29.82,20.01,15.08,100.39
22-03-2014,29.75,20.32,15.2,100.27
23-03-2014,29.42,19.93,14.95,100.4
24-03-2014,29.07,19.3,14.4,100.54
25-03-2014,29.29,18.88,14.04,100.5
26-03-2014,29.15,18.32,13.55,100.5
27-03-2014,28.94,16.6,12.21,100.56
28-03-2014,30.01,16.37,11.96,100.52
29-03-2014,30.61,16.85,12.33,100.37
30-03-2014,30.65,17.67,13.06,100.3
31-03-2014,31.03,17.01,12.7,100.27
01-04-2014,30.8,18.48,13.92,100.18
02-04-2014,30.51,20.63,15.81,100.18
03-04-2014,30.04,20.41,15.5,100.31
04-04-2014,30.38,20.03,15.08,100.44
05-04-2014,30.65,21.41,16.3,100.48
06-04-2014,30.47,21.76,16.66,100.54
07-04-2014,30.72,21.9,16.78,100.56
08-04-2014,31.3,21.75,16.66,100.44
09-04-2014,31.76,22.08,16.97,100.39
10-04-2014,31.23,21.49,16.3,100.45
11-04-2014,31.94,20.64,15.62,100.36
12-04-2014,31.33,21.69,16.6,100.3
13-04-2014,30.4,22.3,17.03,100.42
14-04-2014,29.61,23.2,17.88,100.54
15-04-2014,30.54,21.33,16.17,100.53
16-04-2014,30.72,20.71,15.56,100.4
17-04-2014,31.12,21.13,16.05,100.24
18-04-2014,30.55,22.52,17.27,100.41
19-04-2014,30.12,20.98,15.93,100.4
20-04-2014,30.22,19.57,14.65,100.3
21-04-2014,30.15,21.04,15.87,100.35
22-04-2014,30.46,20.75,15.5,100.5
23-04-2014,31.02,20.58,15.38,100.42
24-04-2014,31.34,21.79,16.66,100.25
25-04-2014,31.79,23.06,17.94,100.23
26-04-2014,31.23,23.31,18.25,100.23
27-04-2014,30.16,23.95,18.8,100.31
28-04-2014,30.95,22.85,17.7,100.34
29-04-2014,30.97,23.48,18.31,100.27
30-04-2014,30.72,22.98,17.82,100.3
01-05-2014,31.23,21.99,16.85,100.25
02-05-2014,31.19,23.72,18.62,100.21
03-05-2014,31.02,23.8,18.55,100.25
04-05-2014,30.26,23.49,18.19,100.19
05-05-2014,29.13,23.64,18.31,100.27
06-05-2014,28.48,24.08,18.8,100.4
07-05-2014,28.37,24.46,19.23,100.31
08-05-2014,28.93,24.22,18.98,100.2
09-05-2014,29.85,24.48,19.35,99.99
10-05-2014,30.7,24.15,19.04,99.96
11-05-2014,30.73,23.82,18.62,100.16
12-05-2014,30.2,24.05,18.92,100.23
13-05-2014,30.47,25.08,20.08,100.21
14-05-2014,32.21,22.88,17.82,100.05
15-05-2014,32.56,21.8,16.78,99.92
16-05-2014,32.72,21.9,16.91,99.92
17-05-2014,32.08,22.92,17.82,100.05
18-05-2014,31.18,23.56,18.43,100.15
19-05-2014,31.1,23.55,18.43,100.16
20-05-2014,31.69,23.6,18.49,100.1
21-05-2014,32.27,21.47,16.36,100.03
22-05-2014,33.02,23.01,17.82,99.79
23-05-2014,32.23,24.12,19.04,99.81
24-05-2014,32.36,24.15,19.1,99.8
25-05-2014,30.79,24.19,19.04,99.94
26-05-2014,30.19,24.72,19.65,100.02
27-05-2014,30.37,24.85,19.84,100.02
28-05-2014,30.36,25.37,20.45,100.11
29-05-2014,30.33,25.15,20.14,100.14
30-05-2014,31.24,23.52,18.49,99.96
31-05-2014,31.59,24.34,19.41,99.78
01-06-2014,31.58,24.58,19.65,99.74
02-06-2014,31.53,25.34,20.57,99.82
03-06-2014,29.98,24.69,19.71,99.8
04-06-2014,31.22,23.6,18.49,99.72
05-06-2014,31.23,25.08,20.2,99.65
06-06-2014,31.6,25.03,20.08,99.6
07-06-2014,32.63,24.3,19.23,99.49
08-06-2014,29.88,24.38,19.35,99.57
09-06-2014,28.05,23.75,18.55,99.74
10-06-2014,31.11,22.8,17.58,99.71
11-06-2014,32.56,22.89,17.7,99.68
12-06-2014,31.49,22.16,16.97,99.7
13-06-2014,31.25,22.28,17.03,99.72
14-06-2014,30.63,22.58,17.33,99.87
15-06-2014,31.04,21.38,16.17,99.91
16-06-2014,31.55,19.86,14.89,99.84
17-06-2014,32.23,22.71,17.46,99.76
18-06-2014,31.52,21.88,16.6,99.73
19-06-2014,32.09,22.03,16.78,99.71
20-06-2014,31.3,22.9,17.64,99.83
21-06-2014,31.55,23.03,17.82,99.98
22-06-2014,31.08,21.65,16.36,100.12
23-06-2014,31.08,21.54,16.24,100.04
24-06-2014,31.82,22.37,17.15,99.75
25-06-2014,32.28,21.87,16.66,99.74
26-06-2014,31.87,22.26,17.03,99.95
27-06-2014,31.22,23.69,18.55,100.11
28-06-2014,30.61,24.87,19.84,100.11
29-06-2014,30.03,23.89,18.74,99.99
30-06-2014,30.47,23.29,18.07,99.9
01-07-2014,29.73,23.74,18.49,100.04
02-07-2014,31.14,23.03,17.82,100.01
03-07-2014,30.83,21.83,16.6,99.83
04-07-2014,31.58,22.81,17.7,99.72
05-07-2014,30.8,23.92,18.8,99.8
06-07-2014,27.54,22.81,17.46,100.05
07-07-2014,28.48,22.47,17.09,100.03
08-07-2014,28.3,23.2,17.94,99.91
09-07-2014,28.69,21.58,16.3,99.9
10-07-2014,29.2,21.56,16.24,100
11-07-2014,28.19,21.51,16.17,100.09
12-07-2014,29.23,20.79,15.5,99.89
13-07-2014,29.75,22.03,16.72,99.79
14-07-2014,29.34,21.27,15.93,99.78
15-07-2014,29.21,21.83,16.54,99.81
16-07-2014,30.03,22.34,17.03,99.9
17-07-2014,30.95,22.39,17.09,99.85
18-07-2014,29.94,22.52,17.27,99.91
19-07-2014,30.74,22.21,16.91,99.92
20-07-2014,30.44,22.7,17.4,99.96
21-07-2014,30.99,22.11,16.78,99.89
22-07-2014,30.97,21.67,16.36,99.88
23-07-2014,30.44,21.16,15.81,99.92
24-07-2014,30.83,20.97,15.62,99.99
25-07-2014,31.01,21.76,16.42,100.03
26-07-2014,30.5,22.3,16.97,100.12
27-07-2014,30.31,22.42,17.09,100.14
28-07-2014,29.91,22.36,17.03,99.99
29-07-2014,30.36,21.8,16.48,99.93
30-07-2014,30.87,21.8,16.48,99.91
31-07-2014,30.42,22.01,16.66,99.91
01-08-2014,31.13,22.41,17.09,99.88
02-08-2014,31.01,21.97,16.66,99.97
03-08-2014,31.01,22.24,16.97,99.88
04-08-2014,30.87,21.5,16.24,99.77
05-08-2014,30.36,21.83,16.48,99.85
06-08-2014,30.72,21.62,16.36,99.94
07-08-2014,29.61,22.08,16.72,100.02
08-08-2014,29.1,23.13,17.88,100.02
09-08-2014,28.33,23.12,17.82,100.18
10-08-2014,28.98,23.18,17.88,100.18
11-08-2014,28.4,23.02,17.7,100.14
12-08-2014,28.37,23.21,17.88,100.12
13-08-2014,28.98,22.72,17.4,100.15
14-08-2014,28.9,22.86,17.52,100.2
15-08-2014,27.69,22.94,17.58,100.26
16-08-2014,27.83,22.58,17.21,100.28
17-08-2014,27.59,23.05,17.7,100.24
18-08-2014,27.44,23.69,18.37,100.3
19-08-2014,28.01,23.76,18.43,100.32
20-08-2014,28.57,24.07,18.86,100.14
21-08-2014,28.76,24.14,18.92,99.95
22-08-2014,28.68,24.3,19.17,99.93
23-08-2014,28.23,24.31,19.1,100.03
24-08-2014,28.69,24.01,18.8,100.08
25-08-2014,27.57,24,18.74,100.23
26-08-2014,28.78,23.02,17.7,100.16
27-08-2014,27.05,22.83,17.46,100.05
28-08-2014,27.76,22.76,17.46,99.91
29-08-2014,28.77,22.48,17.15,99.76
30-08-2014,29.62,21.88,16.54,99.75
31-08-2014,29.43,20.83,15.56,99.69
01-09-2014,28.99,22.12,16.85,99.76
02-09-2014,28.87,22.98,17.76,99.98
03-09-2014,28.13,23.35,18.07,100.19
04-09-2014,27.26,23.21,17.82,100.31
05-09-2014,27.9,23.44,18.13,100.2
06-09-2014,28.06,22.14,16.78,100.06
07-09-2014,28.23,22.42,17.09,100.04
08-09-2014,28.44,21.97,16.66,100.13
09-09-2014,28.65,22.47,17.15,100.19
10-09-2014,28.95,22.05,16.72,100.16
11-09-2014,29.46,22.46,17.15,100.23
12-09-2014,29.17,23.44,18.13,100.29
13-09-2014,28.23,23.08,17.76,100.24
14-09-2014,28.38,23.26,17.94,100.14
15-09-2014,27.81,23.51,18.25,100.04
16-09-2014,27.21,23.38,18.07,99.93
17-09-2014,27.49,23.4,18.13,99.86
18-09-2014,27.14,23.5,18.19,100.01
19-09-2014,27.94,23.59,18.31,100.06
20-09-2014,28.71,23.94,18.74,100
21-09-2014,28.45,24.64,19.47,100.11
22-09-2014,28.29,24.79,19.65,100.23
23-09-2014,28.22,25.06,19.96,100.2
24-09-2014,28.26,25.01,19.9,100.21
25-09-2014,28.09,24.69,19.53,100.33
26-09-2014,28.08,24.19,18.92,100.45
27-09-2014,26.94,24.03,18.68,100.51
28-09-2014,27.14,24.06,18.74,100.55
29-09-2014,27.44,24.08,18.74,100.51
30-09-2014,27.6,23.99,18.68,100.49
01-10-2014,27.61,22.91,17.52,100.5
02-10-2014,27.85,22.51,17.09,100.48
03-10-2014,28.16,22.85,17.46,100.43
04-10-2014,28.42,22.33,16.91,100.45
05-10-2014,28.5,22.62,17.21,100.49
06-10-2014,29.07,23.62,18.31,100.39
07-10-2014,28.19,24.34,19.1,100.25
08-10-2014,27.69,24.08,18.8,100.26
09-10-2014,27.72,23.6,18.25,100.24
10-10-2014,28.87,23.37,18.07,100.09
11-10-2014,29.94,24.09,18.92,99.89
12-10-2014,28.87,23.31,18.07,99.85
13-10-2014,28.61,23.21,18.07,100.02
14-10-2014,28.48,24.8,19.65,100.32
15-10-2014,27.89,24.05,18.74,100.53
16-10-2014,26.94,23.92,18.55,100.57
17-10-2014,26.76,23.21,17.82,100.61
18-10-2014,26,24.15,18.8,100.55
19-10-2014,25.58,22.96,17.52,100.53
20-10-2014,25.9,22.87,17.46,100.57
21-10-2014,26.67,22.79,17.33,100.7
22-10-2014,26.56,23.65,18.25,100.72
23-10-2014,25.76,23.68,18.25,100.67
24-10-2014,26.29,23.67,18.31,100.54
25-10-2014,26.68,24.11,18.8,100.52
26-10-2014,26.33,24.22,18.86,100.67
27-10-2014,26.47,23.62,18.19,100.68
28-10-2014,26.59,23.62,18.25,100.55
29-10-2014,26.34,23.85,18.49,100.54
30-10-2014,26.23,23.1,17.7,100.49
31-10-2014,25.38,22.77,17.4,100.47
01-11-2014,25.75,23.76,18.43,100.46
02-11-2014,25.43,23.37,17.94,100.53
03-11-2014,25.15,22.35,16.85,100.56
04-11-2014,25.45,21.95,16.54,100.51
05-11-2014,24.83,19.15,13.85,100.59
06-11-2014,25.33,19.63,14.34,100.48
07-11-2014,25.77,21.18,15.75,100.49
08-11-2014,25.58,21.28,15.87,100.5
09-11-2014,25.52,20.67,15.26,100.55
10-11-2014,25.25,21.14,15.69,100.57
11-11-2014,25.94,23.31,17.88,100.53
12-11-2014,25.49,23.63,18.25,100.49
13-11-2014,25.52,24,18.68,100.56
14-11-2014,25.97,23.98,18.62,100.74
15-11-2014,25.69,22.89,17.4,100.7
16-11-2014,25.01,21.92,16.42,100.66
17-11-2014,24.98,21.48,15.99,100.7
18-11-2014,25.21,21.95,16.42,100.79
19-11-2014,25.59,21.99,16.48,100.8
20-11-2014,25.65,21.61,16.11,100.71
21-11-2014,25.39,21.49,15.99,100.68
22-11-2014,24.9,20.75,15.26,100.67
23-11-2014,24.67,20.98,15.5,100.67
24-11-2014,24.73,20.91,15.44,100.67
25-11-2014,24.68,20.09,14.65,100.64
26-11-2014,24.3,19.95,14.59,100.48
27-11-2014,24.26,19.78,14.4,100.49
28-11-2014,23.71,20.11,14.71,100.55
29-11-2014,23.98,20.94,15.5,100.56
30-11-2014,24.71,20.79,15.32,100.55
01-12-2014,25.05,20.81,15.32,100.59
02-12-2014,24.21,20.18,14.71,100.71
03-12-2014,23.42,18.85,13.55,100.72
04-12-2014,23.5,18.5,13.24,100.76
05-12-2014,23.47,18.48,13.24,100.81
06-12-2014,23.9,19.94,14.53,100.75
07-12-2014,24.84,21.55,16.05,100.68
08-12-2014,25.34,22.37,16.85,100.7
09-12-2014,25.23,23.14,17.7,100.75
10-12-2014,24.9,23.35,17.88,100.71
11-12-2014,24.82,23.04,17.58,100.71
12-12-2014,25.06,22.44,16.97,100.76
13-12-2014,25.08,21.99,16.48,100.79
14-12-2014,25.12,21.86,16.36,100.79
15-12-2014,24.87,22.3,16.78,100.76
16-12-2014,25.52,22.9,17.4,100.78
17-12-2014,25.47,22.05,16.54,100.8
18-12-2014,25.2,21.9,16.36,100.87
19-12-2014,24.66,21.26,15.75,100.99
20-12-2014,23.6,19.43,14.04,100.89
21-12-2014,23.61,20.05,14.65,100.7
22-12-2014,24.04,20.58,15.14,100.66
23-12-2014,24.24,21.08,15.56,100.72
24-12-2014,24.04,20.69,15.2,100.87
25-12-2014,23.57,19.51,14.1,100.87
26-12-2014,22.98,18.57,13.31,100.68
27-12-2014,23.22,19.55,14.22,100.66
28-12-2014,24.12,21.93,16.42,100.63
29-12-2014,23.84,22.35,16.91,100.37
30-12-2014,24.73,22.51,17.15,100.19
31-12-2014,24.82,22.21,16.78,100.16
01-01-2015,24.57,21.69,16.24,100.37
02-01-2015,25.12,22.73,17.27,100.63
03-01-2015,25.12,22.62,17.09,100.77
04-01-2015,24.95,21.85,16.3,100.78
05-01-2015,24.48,21.51,15.99,100.75
06-01-2015,24.15,21.05,15.56,100.78
07-01-2015,23.98,20.28,14.83,100.74
08-01-2015,24.15,20.39,14.89,100.78
09-01-2015,23.51,19.76,14.34,100.93
10-01-2015,22.36,16.98,12.02,100.96
11-01-2015,22.51,17.42,12.33,100.97
12-01-2015,22.51,16.59,11.72,100.92
13-01-2015,22.37,16.68,11.84,100.84
14-01-2015,22.46,16.9,11.96,100.81
15-01-2015,22.98,18.71,13.43,100.82
16-01-2015,23.66,20.04,14.59,100.85
17-01-2015,23.61,19.34,13.98,100.89
18-01-2015,23.31,18.08,12.88,100.94
19-01-2015,23.12,17.8,12.7,100.91
20-01-2015,22.9,18.05,12.82,101.07
21-01-2015,22.9,17.81,12.63,101.2
22-01-2015,23.6,19.75,14.34,101.14
23-01-2015,24.15,20.57,15.08,100.94
24-01-2015,24.19,19.99,14.53,100.94
25-01-2015,23.5,17.77,12.63,101.05
26-01-2015,23.84,18.18,12.94,100.97
27-01-2015,24.38,18.84,13.55,100.82
28-01-2015,24.09,19.21,13.85,100.71
29-01-2015,24.67,19.45,14.04,100.79
30-01-2015,24.34,19.13,13.79,100.96
31-01-2015,24.04,19.35,13.98,100.98
01-02-2015,23.99,19.8,14.34,100.97
02-02-2015,24.01,19.4,13.98,101.06
03-02-2015,24.3,18.8,13.43,101.23
04-02-2015,24.4,19.08,13.73,101.15
05-02-2015,24.42,18.84,13.55,100.98
06-02-2015,24.51,18.24,13.06,100.94
07-02-2015,24.38,17.71,12.63,100.91
08-02-2015,24.59,17.72,12.63,100.85
09-02-2015,24.18,17.51,12.45,100.89
10-02-2015,24.05,18.63,13.37,100.94
11-02-2015,24.96,20.6,15.14,100.83
12-02-2015,25.44,19.84,14.47,100.79
13-02-2015,24.98,18.27,13.31,100.77
14-02-2015,25.23,18.09,13.12,100.64
15-02-2015,25.34,18.62,13.49,100.67
16-02-2015,25.42,19.03,13.85,100.79
17-02-2015,25.24,18.53,13.43,100.74
18-02-2015,25,18.07,13.06,100.7
19-02-2015,25.05,17.73,12.76,100.69
20-02-2015,25.19,18.41,13.37,100.76
21-02-2015,25.51,18.79,13.67,100.77
22-02-2015,25.48,18.19,13.12,100.81
23-02-2015,25.39,17.94,13,100.83
24-02-2015,25.21,15.87,11.54,100.73
25-02-2015,25.59,17.15,12.51,100.59
26-02-2015,26.51,20.17,14.89,100.46
27-02-2015,27.42,20.55,15.26,100.47
28-02-2015,27.3,21.04,15.62,100.5
01-03-2015,27.37,20.69,15.26,100.54
02-03-2015,27.48,21.08,15.56,100.64
03-03-2015,27.19,21.37,15.87,100.61
04-03-2015,28.53,21.25,15.87,100.55
05-03-2015,28.55,22.18,16.78,100.64
06-03-2015,28.32,21.82,16.36,100.76
07-03-2015,28.29,21.07,15.69,100.73
08-03-2015,27.84,20.98,15.56,100.8
09-03-2015,27.73,20.87,15.38,100.9
10-03-2015,27.01,19,13.79,100.88
11-03-2015,26.86,19.97,14.59,100.85
12-03-2015,27.73,21.09,15.62,100.84
13-03-2015,27.8,20.9,15.56,100.81
14-03-2015,27.74,20.26,15.01,100.87
15-03-2015,27.51,20.57,15.2,100.86
16-03-2015,27.55,20.08,14.83,100.86
17-03-2015,27.64,18.36,13.49,100.74
18-03-2015,28.15,16.65,12.33,100.52
19-03-2015,28.33,18.62,13.79,100.6
20-03-2015,28.22,19.9,14.77,100.71
21-03-2015,28.77,18.75,13.79,100.79
22-03-2015,29.47,18.91,13.92,100.66
23-03-2015,29.8,20.18,15.08,100.47
24-03-2015,29.37,21.01,15.81,100.44
25-03-2015,29.09,21.11,15.81,100.56
26-03-2015,29.13,20.42,15.2,100.73
27-03-2015,29.02,20.16,15.01,100.76
28-03-2015,29.06,21.02,15.69,100.64
29-03-2015,29.15,21.06,15.81,100.52
30-03-2015,29.2,21.62,16.36,100.49
31-03-2015,29.11,22.45,17.09,100.53
01-04-2015,29.98,21.73,16.42,100.49
02-04-2015,30.73,21.73,16.54,100.34
03-04-2015,31.65,22.34,17.15,100.12
04-04-2015,31.4,22.94,17.76,99.98
05-04-2015,31.3,22.4,17.27,100.06
06-04-2015,30.62,22.15,16.97,100.18
07-04-2015,30.31,22.63,17.4,100.26
08-04-2015,30.03,23.37,18.07,100.42
09-04-2015,29.78,23,17.64,100.48
10-04-2015,30.03,21.74,16.36,100.51
11-04-2015,30.09,21.19,15.93,100.53
12-04-2015,29.15,21.63,16.24,100.7
13-04-2015,27.67,19.83,14.53,100.76
14-04-2015,27.34,21.23,15.81,100.57
15-04-2015,27.21,23.33,17.88,100.61
16-04-2015,27.8,23.19,17.76,100.69
17-04-2015,28.23,22.8,17.4,100.5
18-04-2015,28.69,22.62,17.21,100.29
19-04-2015,29.06,22.89,17.58,100.31
20-04-2015,29.15,23.04,17.7,100.45
21-04-2015,28.87,24.13,18.86,100.44
22-04-2015,29.95,23.45,18.19,100.35
23-04-2015,30.83,23.65,18.49,100.29
24-04-2015,29.42,24.58,19.41,100.43
25-04-2015,29.4,23.13,17.88,100.34
26-04-2015,29.57,22.91,17.52,100.42
27-04-2015,29.58,22.98,17.58,100.52
28-04-2015,29.81,22.97,17.64,100.41
29-04-2015,30.19,23.69,18.43,100.34
30-04-2015,30.68,23.62,18.37,100.34
01-05-2015,29.87,24.35,19.17,100.29
